Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Japan	JPN	Population ages 65 and above (% of total population)	SP.POP.65UP.TO.ZS	5.62079727573234	5.72912265283459	5.83669301234953	5.94543754094848	6.05533909522262	6.16701867670892	6.30782425760198	6.45256910498096	6.59798741735599	6.73938185168156	6.87537357909855	7.04511237142291	7.20198104714484	7.35490682097462	7.51847399408602	7.70165314604646	7.91989538349195	8.1664147416804	8.42795175745544	8.68098701574116	8.91424102510216	9.17070029512728	9.39703900957525	9.61265983831153	9.84547096770105	10.1107917149922	10.3982652980839	10.7142176360625	11.0632627982628	11.4472782683527	11.8684297946014	12.3078036194607	12.7779408522358	13.2714227962264	13.7796738072246	14.29721109603	14.8319802422054	15.3692625026343	15.9078698835283	16.4460137660732	16.9844456314612	17.5072522295706	18.0304816809554	18.5589326404993	19.0975310909288	19.6523519811041	20.1776836490648	20.6976124973624	21.2358974125183	21.8291087417716	22.4980711221305	23.158251897204	23.8779359281327	24.6255989058732	25.3497097679254	26.0193322610369	26.5918165131425	27.1094794248515	27.576369910355	28.0020492778115
Japan	JPN	GNI per capita, Atlas method (current US$)	NY.GNP.PCAP.CD			610	690	800	890	1030	1200	1430	1660	1830	2120	2720	3640	4430	5150	5410	5950	7450	9450	10860	11120	10550	10270	10520	11480	13850	18180	24910	27000	27810	28590	30590	33430	36980	42110	43150	40040	34450	33780	36230	36770	34790	35070	38350	40560	39930	38740	38850	38800	43440	46880	49480	48280	43950	38840	37860	38490	41150	41690
Japan	JPN	GDP (current US$)	NY.GDP.MKTP.CD	44307342950.4	53508617739.3778	60723018683.7333	69498131797.3333	81749006381.5111	90950278257.7778	105628070343.111	123781880217.6	146601072685.511	172204199480.889	212609187920.833	240151807459.955	318031297492.682	432082670451.087	479625998614.775	521541905671.903	586161859001.02	721411786537.187	1013612173519.79	1055012119528.16	1105385973763.87	1218988935129.81	1134518001884.56	1243323592058.83	1318381627003.76	1398892744820.69	2078953333673.55	2532808573157.03	3071683013178.91	3054914166263.18	3132817652848.04	3584420077100.84	3908809463463.86	4454143876947.21	4907039384469.68	5449116304981.1	4833712542207.1	4414732843544.43	4032509760872.94	4562078822335.45	4887519660744.86	4303544259842.72	4115116279069.77	4445658071221.86	4815148854362.11	4755410630912.14	4530377224970.4	4515264514430.57	5037908465114.48	5231382674593.7	5700098114744.41	6157459594823.72	6203213121334.12	5155717056270.83	4850413536037.84	4389475622588.97	4922538141454.62	4866864409657.68	4954806619995.19	5081769542379.77
Japan	JPN	Birth Rate		17.943	17.795	17.646	17.498	17.582	17.666	17.750	17.834	17.918	18.117	18.316	18.516	18.715	18.914	18.155	17.396	16.637	15.878	15.119	14.662	14.206	13.749	13.293	12.836	12.483	12.130	11.777	11.424	11.071	10.824	10.578	10.331	10.085	9.838	9.755	9.672	9.589	9.506	9.423	9.317	9.212	9.106	9.001	8.895	8.851	8.807	8.763	8.719	8.675	8.620	8.565	8.511	8.456	8.401	8.219	8.038	7.856	7.675	7.493	7.397
